Edge_Source,Edge_Target,Edge_Type,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,pmid,exposure,outcome,direction,significance,effect_measure,value,ci_lower,ci_upper,exposure_umls_name,exposure_umls_id,exposure_tui,exposure_source,outcome_umls_name,outcome_umls_id,outcome_tui,outcome_source,study_design,number_of_participants,original,base_concept,exposure_direction
C-Reactive Protein Level,Inflammatory Disorders,Peer Interaction,52541,52541,52541,52541,12794413,C-reactive protein,sepsis,increase,positive,area under the receiver operating characteristic curve,0.677,0.622,0.733,C-reactive protein,C0006560,T116|T129,cohort_kg,Sepsis,C0243026,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Immunosuppression And Immunomodulatory Therapy,Peer Interaction,22782,22782,22782,22782,21592994,C-reactive protein,immune reconstitution inflammatory syndrome,increase,positive,OR,8.7,2.2,34.8,C-reactive protein,C0006560,"T116, T129",api,Immune Reconstitution Inflammatory Syndrome,C1619738,T047,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,33648,33648,33648,33648,9892589,C-reactive protein,coronary heart disease,increase,positive,HRR,1.67,1.29,2.17,C-reactive protein,C0006560,"T116, T129",api,Coronary heart disease,C0010068,T047,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,33649,33649,33649,33649,9892589,C-reactive protein,coronary heart disease,increase,positive,HRR,1.6,1.23,2.08,C-reactive protein,C0006560,"T116, T129",api,Coronary heart disease,C0010068,T047,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,33650,33650,33650,33650,9892589,C-reactive protein,coronary heart disease,increase,positive,HRR,1.5,1.14,1.97,C-reactive protein,C0006560,"T116, T129",api,Coronary heart disease,C0010068,T047,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,37323,37323,37323,37323,27327646,C-reactive protein,coronary artery disease,decrease,positive,OR,0.88,0.84,0.94,C-reactive protein,C0006560,"T116, T129",api,Coronary Artery Disease,C1956346,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,50975,50975,50975,50975,12190368,C-reactive protein,incident coronary heart disease,increase,positive,OR,2.3,1.4,3.7,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,51218,51218,51218,51218,12370215,C-reactive protein,cardiovascular disease,increase,positive,relative risk,5.91,2.65,13.15,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,54293,54293,54293,54293,15047644,C-reactive protein,cardiovascular events,increase,positive,relative risk,1.51,1.29,5.32,C-reactive protein,C0006560,T116|T129,cohort_kg,cardiovascular event,C1320716,T033,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,54380,54380,54380,54380,15070788,C-reactive protein,coronary heart disease,increase,positive,odds ratio,1.45,1.25,1.68,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,55054,55054,55054,55054,15262834,C-reactive protein,cardiovascular disease events,increase,positive,HR,1.9,1.2,2.9,C-reactive protein,C0006560,T116|T129,cohort_kg,cardiovascular event,C1320716,T033,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,55987,55987,55987,55987,15602020,C-reactive protein,coronary heart disease,increase,positive,RR,1.79,1.27,2.51,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,58224,58224,58224,58224,16682383,C-reactive protein,coronary heart disease,increase,positive,HR,1.9,1.5,2.4,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,60724,60724,60724,60724,17404162,C-reactive protein,cardiovascular disease,increase,positive,HR,1.78,1.3,2.45,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,66396,66396,66396,66396,19363058,C-reactive protein,cardiovascular disease,increase,positive,AUC,0.805,0.795,0.815,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,73574,73574,73574,73574,21700090,C-reactive protein,cardiovascular disease,increase,positive,HR,1.22,1.1,1.34,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,73575,73575,73575,73575,21700090,C-reactive protein,cardiovascular disease,not found,negative,HR,1.0,0.86,1.38,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,75621,75621,75621,75621,22210562,C-reactive protein,cardiovascular disease mortality,increase,positive,HR,1.53,1.43,1.64,C-reactive protein,C0006560,T116|T129,cohort_kg,cardiovascular morbidity,C1301700,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,84301,84301,84301,84301,16126719,C-reactive protein,coronary heart disease,increase,positive,HR,1.03,1.0,1.06,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease,Peer Interaction,84302,84302,84302,84302,16126719,C-reactive protein,coronary heart disease,not found,negative,HR,1.55,0.89,2.69,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Gastrointestinal Disease,Peer Interaction,37343,37343,37343,37343,27327646,C-reactive protein,inflammatory bowel disease,decrease,positive,OR,0.85,0.74,0.98,C-reactive protein,C0006560,"T116, T129",api,Inflammatory Bowel Diseases,C0021390,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Malignant Neoplasm,Peer Interaction,27600,27600,27600,27600,17551149,C-reactive protein,breast cancer,not found,negative,HR,0.9,0.71,1.16,C-reactive protein,C0006560,"T116, T129",api,Malignant neoplasm of breast,C0006142,T191,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Malignant Neoplasm,Peer Interaction,36619,36619,36619,36619,20056955,C-reactive protein,cancer,increase,positive,HR,1.09,1.03,1.14,C-reactive protein,C0006560,"T116, T129",api,Malignant Neoplasms,C0006826,T191,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Immune Dysregulation And Systemic Inflammatory Response,Peer Interaction,22782,22782,22782,22782,21592994,C-reactive protein,immune reconstitution inflammatory syndrome,increase,positive,OR,8.7,2.2,34.8,C-reactive protein,C0006560,"T116, T129",api,Immune Reconstitution Inflammatory Syndrome,C1619738,T047,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Infection,Peer Interaction,49812,49812,49812,49812,11731648,C-reactive protein,serious bacterial infection,increase,positive,Beta,0.76,0.64,0.89,C-reactive protein,C0006560,T116|T129,cohort_kg,bacterial sepsis,C0684256,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Infection,Peer Interaction,52539,52539,52539,52539,12794413,C-reactive protein,infection,not found,negative,area under the receiver operating characteristic curve,0.58,0.488,0.672,C-reactive protein,C0006560,T116|T129,cohort_kg,Infection,C3714514,T046,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Infection,Peer Interaction,52541,52541,52541,52541,12794413,C-reactive protein,sepsis,increase,positive,area under the receiver operating characteristic curve,0.677,0.622,0.733,C-reactive protein,C0006560,T116|T129,cohort_kg,Sepsis,C0243026,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Infection,Peer Interaction,79068,79068,79068,79068,23109682,C-reactive protein,invasive bacterial infections,increase,positive,positive likelihood ratio,3.45,2.2,5.42,C-reactive protein,C0006560,T116|T129,cohort_kg,Invasive infections,C5436123,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Infection,Peer Interaction,79070,79070,79070,79070,23109682,C-reactive protein,invasive bacterial infections,decrease,positive,negative likelihood ratio,0.41,0.22,0.76,C-reactive protein,C0006560,T116|T129,cohort_kg,Invasive infections,C5436123,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cerebrovascular Disease,Peer Interaction,51218,51218,51218,51218,12370215,C-reactive protein,cardiovascular disease,increase,positive,relative risk,5.91,2.65,13.15,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cerebrovascular Disease,Peer Interaction,52588,52588,52588,52588,12821545,C-reactive protein,ischemic stroke,increase,positive,HR,1.19,0.92,1.53,C-reactive protein,C0006560,T116|T129,cohort_kg,Ischemic stroke,C0948008,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cerebrovascular Disease,Peer Interaction,52589,52589,52589,52589,12821545,C-reactive protein,ischemic stroke,not found,negative,HR,1.05,0.81,1.37,C-reactive protein,C0006560,T116|T129,cohort_kg,Ischemic stroke,C0948008,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cerebrovascular Disease,Peer Interaction,60724,60724,60724,60724,17404162,C-reactive protein,cardiovascular disease,increase,positive,HR,1.78,1.3,2.45,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cerebrovascular Disease,Peer Interaction,66396,66396,66396,66396,19363058,C-reactive protein,cardiovascular disease,increase,positive,AUC,0.805,0.795,0.815,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cerebrovascular Disease,Peer Interaction,73574,73574,73574,73574,21700090,C-reactive protein,cardiovascular disease,increase,positive,HR,1.22,1.1,1.34,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cerebrovascular Disease,Peer Interaction,73575,73575,73575,73575,21700090,C-reactive protein,cardiovascular disease,not found,negative,HR,1.0,0.86,1.38,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cerebrovascular Disease,Peer Interaction,75621,75621,75621,75621,22210562,C-reactive protein,cardiovascular disease mortality,increase,positive,HR,1.53,1.43,1.64,C-reactive protein,C0006560,T116|T129,cohort_kg,cardiovascular morbidity,C1301700,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Functional Limitation,Peer Interaction,58999,58999,58999,58999,16936150,C-reactive protein,persistent functional limitation,increase,positive,HR,1.7,1.2,2.3,C-reactive protein,C0006560,T116|T129,cohort_kg,Persistent or Significant Disability or Incapacity,C2347488,T032,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,49109,49109,49109,49109,11425769,C-reactive protein,acute coronary events,increase,positive,odds ratio,5.9,2.0,17.9,C-reactive protein,C0006560,T116|T129,cohort_kg,Acute Coronary Syndrome,C0948089,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,51218,51218,51218,51218,12370215,C-reactive protein,cardiovascular disease,increase,positive,relative risk,5.91,2.65,13.15,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,52588,52588,52588,52588,12821545,C-reactive protein,ischemic stroke,increase,positive,HR,1.19,0.92,1.53,C-reactive protein,C0006560,T116|T129,cohort_kg,Ischemic stroke,C0948008,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,52589,52589,52589,52589,12821545,C-reactive protein,ischemic stroke,not found,negative,HR,1.05,0.81,1.37,C-reactive protein,C0006560,T116|T129,cohort_kg,Ischemic stroke,C0948008,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,54293,54293,54293,54293,15047644,C-reactive protein,cardiovascular events,increase,positive,relative risk,1.51,1.29,5.32,C-reactive protein,C0006560,T116|T129,cohort_kg,cardiovascular event,C1320716,T033,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,55054,55054,55054,55054,15262834,C-reactive protein,cardiovascular disease events,increase,positive,HR,1.9,1.2,2.9,C-reactive protein,C0006560,T116|T129,cohort_kg,cardiovascular event,C1320716,T033,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,60724,60724,60724,60724,17404162,C-reactive protein,cardiovascular disease,increase,positive,HR,1.78,1.3,2.45,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,66396,66396,66396,66396,19363058,C-reactive protein,cardiovascular disease,increase,positive,AUC,0.805,0.795,0.815,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,73574,73574,73574,73574,21700090,C-reactive protein,cardiovascular disease,increase,positive,HR,1.22,1.1,1.34,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,73575,73575,73575,73575,21700090,C-reactive protein,cardiovascular disease,not found,negative,HR,1.0,0.86,1.38,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,75621,75621,75621,75621,22210562,C-reactive protein,cardiovascular disease mortality,increase,positive,HR,1.53,1.43,1.64,C-reactive protein,C0006560,T116|T129,cohort_kg,cardiovascular morbidity,C1301700,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Ischemic Stroke And Cardiovascular Events,Peer Interaction,83829,83829,83829,83829,15983245,C-reactive protein,myocardial infarction,increase,positive,odds ratio,2.2,1.3,3.6,C-reactive protein,C0006560,T116|T129,cohort_kg,Myocardial Infarction,C0027051,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Hemorrhagic Stroke,Peer Interaction,52588,52588,52588,52588,12821545,C-reactive protein,ischemic stroke,increase,positive,HR,1.19,0.92,1.53,C-reactive protein,C0006560,T116|T129,cohort_kg,Ischemic stroke,C0948008,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
